Augmented state vector at time 0.06500: -0.9674755744 , -2.2061752557 , 1.5865531392 , 1.2951394343 , 2.6097869427 , -0.1275175306 , 0.9672758550 , 2.2049270528 , -0.0888850258 , 0.0080299755 , 0.0304512688 , 0.7703984173
Augmented state vector at time 0.06600: -0.9874559282 , -2.2463850803 , 1.5823913356 , 1.3164343794 , 2.6637127623 , -0.1324818058 , 0.9872388065 , 2.2450403068 , -0.0928719353 , 0.0083943959 , 0.0315282612 , 0.7672745033
Augmented state vector at time 0.06700: -1.0077640286 , -2.2874329213 , 1.5783313522 , 1.3382542328 , 2.7185179158 , -0.1376351143 , 1.0075281963 , 2.2859850079 , -0.0970131669 , 0.0087703438 , 0.0326326445 , 0.7641601807
Augmented state vector at time 0.06800: -1.0284080830 , -2.3293324041 , 1.5743760388 , 1.3606047920 , 2.7742240228 , -0.1429848024 , 1.0281521449 , 2.3277743729 , -0.1013146007 , 0.0091580760 , 0.0337650363 , 0.7610552638
Augmented state vector at time 0.06900: -1.0493963873 , -2.3720974935 , 1.5705283604 , 1.3834921070 , 2.8308529082 , -0.1485384962 , 1.0491188565 , 2.3704219336 , -0.1057823454 , 0.0095578550 , 0.0349260685 , 0.7579595607
Augmented state vector at time 0.07000: -1.0707373304 , -2.4157424967 , 1.5667914016 , 1.4069224803 , 2.8884266103 , -0.1543041130 , 1.0704366219 , 2.4139415380 , -0.1104227465 , 0.0099699494 , 0.0361163872 , 0.7548728732
Augmented state vector at time 0.07100: -1.0924393976 , -2.4602820663 , 1.5631683714 , 1.4309024657 , 2.9469673895 , -0.1602898719 , 1.0921138231 , 2.4583473525 , -0.1152423957 , 0.0103946336 , 0.0373366533 , 0.7517949963
Augmented state vector at time 0.07200: -1.1145111749 , -2.5057312039 , 1.5596626074 , 1.4554388680 , 3.0064977364 , -0.1665043058 , 1.1141589363 , 2.5036538634 , -0.1202481404 , 0.0108321887 , 0.0385875425 , 0.7487257178
Augmented state vector at time 0.07300: -1.1369613532 , -2.5521052639 , 1.5562775814 , 1.4805387432 , 3.0670403798 , -0.1729562738 , 1.1365805355 , 2.5498758790 , -0.1254470926 , 0.0112829018 , 0.0398697452 , 0.7456648185
Augmented state vector at time 0.07400: -1.1597987316 , -2.5994199568 , 1.5530169041 , 1.5062093977 , 3.1286182948 , -0.1796549734 , 1.1593872964 , 2.5970285313 , -0.1308466400 , 0.0117470667 , 0.0411839675 , 0.7426120712
Augmented state vector at time 0.07500: -1.1830322221 , -2.6476913530 , 1.5498843304 , 1.5324583888 , 3.1912547104 , -0.1866099536 , 1.1825879997 , 2.6451272779 , -0.1364544557 , 0.0122249839 , 0.0425309306 , 0.7395672408
Augmented state vector at time 0.07600: -1.2066708530 , -2.6969358870 , 1.5468837649 , 1.5592935245 , 3.2549731170 , -0.1938311287 , 1.2061915347 , 2.6941879039 , -0.1422785091 , 0.0127169605 , 0.0439113716 , 0.7365300838
Augmented state vector at time 0.07700: -1.2307237732 , -2.7471703614 , 1.5440192680 , 1.5867228640 , 3.3197972741 , -0.2013287921 , 1.2302069029 , 2.7442265239 , -0.1483270777 , 0.0132233109 , 0.0453260434 , 0.7335003478
Augmented state vector at time 0.07800: -1.2552002560 , -2.7984119507 , 1.5412950613 , 1.6147547177 , 3.3857512170 , -0.2091136308 , 1.2546432211 , 2.7952595837 , -0.1546087580 , 0.0137443563 , 0.0467757151 , 0.7304777712
Augmented state vector at time 0.07900: -1.2801097031 , -2.8506782060 , 1.5387155340 , 1.6433976481 , 3.4528592642 , -0.2171967408 , 1.2795097253 , 2.8473038625 , -0.1611324785 , 0.0142804251 , 0.0482611722 , 0.7274620831
Augmented state vector at time 0.08000: -1.3054616485 , -2.9039870593 , 1.5362852495 , 1.6726604698 , 3.5211460240 , -0.2255896424 , 1.3048157736 , 2.9003764744 , -0.1679075112 , 0.0148318534 , 0.0497832167 , 0.7244530021
Augmented state vector at time 0.08100: -1.3312657627 , -2.9583568276 , 1.5340089516 , 1.7025522506 , 3.5906364014 , -0.2343042967 , 1.3305708503 , 2.9544948703 , -0.1749434858 , 0.0153989845 , 0.0513426677 , 0.7214502369
